Id_Usuario,Nombre_Película,Género_Película,Duración (minutos),Minutos_vistos,Porcentaje_visualizado,Num_visualizaciones,Calificación_usuario,
524,Inception,Aventura,125,18,14.4,2,2.3,
346,The Shawshank Redemption,Ciencia Ficción,138,68,49.28,1,4.1,
46,The Shawshank Redemption,Animación,113,25,22.12,1,,
546,Forrest Gump,Fantasía,90,47,52.22,5,3.5,
945,Inception,Fantasía,110,70,63.64,1,1.2,
78,Inception,Comedia,90,20,22.22,3,1.2,
730,Pulp Fiction,Comedia,135,130,96.3,2,4.2,
813,Avengers: Endgame,Aventura,117,116,99.15,3,1.4,
923,Gladiator,Aventura,100,61,61,4,4.5,
73,Fight Club,Misterio,173,135,78.03,3,2.4,
794,Interstellar,Drama,89,10,11.24,1,2.7,
249,Avengers: Endgame,Acción,105,48,45.71,2,3.7,
47,Interstellar,Animación,170,40,23.53,3,4.7,
121,Forrest Gump,Comedia,87,51,58.62,5,4.8,
214,Fight Club,Acción,87,74,85.06,3,3,
239,Gladiator,Acción,139,4,2.88,4,4.3,
56,Fight Club,Drama,151,149,98.68,2,3.7,
350,Pulp Fiction,Romance,113,10,8.85,3,4.9,
107,The Shawshank Redemption,Romance,95,52,54.74,1,2.6,
831,Forrest Gump,Comedia,92,60,65.22,1,3.9,
48,Inception,Ciencia Ficción,166,91,54.82,4,4.4,
573,The Lord of the Rings,Drama,155,138,89.03,3,4.6,
337,Forrest Gump,Drama,170,84,49.41,1,0.3,
26,Interstellar,Thriller,101,47,46.53,4,2.9,
804,Coco,Acción,175,96,54.86,4,2.8,
257,Gladiator,Thriller,106,64,60.38,4,2,
8,La La Land,Acción,143,76,53.15,2,2.6,
625,Fight Club,Romance,81,29,35.8,2,2.5,
867,Gladiator,Comedia,176,46,26.14,2,,
253,Avengers: Endgame,Animación,105,13,12.38,8,4.1,
692,La La Land,Romance,171,133,77.78,4,3.9,
719,Pulp Fiction,Drama,162,100,61.73,3,2.7,
303,Forrest Gump,Animación,148,69,46.62,1,2.3,
639,Avengers: Endgame,Aventura,176,66,37.5,8,3.3,
56,Coco,Animación,163,0,0,2,3.6,
726,The Dark Knight,Animación,109,8,7.34,1,3.2,
526,La La Land,Romance,87,9,10.34,3,2.6,
474,Forrest Gump,Drama,117,43,36.75,4,2.3,
28,Avengers: Endgame,Animación,140,5,3.57,2,4.8,
983,Inception,Romance,160,151,94.38,4,4.8,
78,Forrest Gump,Romance,144,94,65.28,3,2.4,
216,The Matrix,Animación,146,104,71.23,2,2.8,
386,Pulp Fiction,Acción,125,55,44,3,4.3,
365,The Godfather,Drama,169,139,82.25,3,,
666,Pulp Fiction,Fantasía,174,103,59.2,1,1.3,
526,Fight Club,Animación,151,109,72.19,4,1.2,
699,The Lord of the Rings,Thriller,122,111,90.98,4,4.4,
312,The Godfather,Thriller,138,126,,3,1.5,
883,Coco,Aventura,125,140,112,1,3.4,
7,Fight Club,Drama,151,17,11.26,4,3.1,
3,Fight Club,Romance,114,61,53.51,2,3.2,
623,Inception,Misterio,118,102,86.44,2,3.8,
919,Coco,Comedia,171,16,9.36,1,,
750,Inception,Ciencia Ficción,130,13,10,4,4.9,
363,Coco,Misterio,83,5,6.02,4,2.9,
751,Titanic,Drama,159,131,82.39,1,3.3,
508,The Shawshank Redemption,Drama,156,118,75.64,3,3.1,
274,Interstellar,Animación,163,98,60.12,2,4.3,
506,Coco,Animación,130,113,86.92,4,1.3,
806,The Shawshank Redemption,Misterio,84,64,76.19,2,3.6,
739,The Shawshank Redemption,Romance,134,103,76.87,2,1.3,
883,La La Land,Aventura,99,83,83.84,4,1.5,
15,The Lord of the Rings,Animación,103,72,69.9,4,3.7,
192,Interstellar,Ciencia Ficción,115,58,50.43,2,4.2,
985,The Dark Knight,Ciencia Ficción,113,47,41.59,4,3.9,
631,The Godfather,Aventura,133,54,40.6,4,1.2,
485,Gladiator,Acción,113,111,98.23,2,2.9,
28,The Shawshank Redemption,Acción,162,97,59.88,2,4.6,
714,The Lord of the Rings,Drama,96,51,53.12,4,5,
39,Titanic,Animación,84,26,30.95,3,4.8,
953,Coco,Thriller,168,140,83.33,4,3.6,
273,Forrest Gump,Misterio,97,61,62.89,2,1.6,
231,Forrest Gump,Fantasía,134,59,44.03,1,3.4,
86,La La Land,Aventura,132,76,57.58,4,1.5,
474,Fight Club,Drama,129,60,46.51,2,3.9,
126,La La Land,Thriller,151,120,79.47,4,1.7,
812,Interstellar,Animación,170,31,18.24,3,3.7,
537,Fight Club,Thriller,158,87,55.06,2,1.1,
145,La La Land,Thriller,124,53,,3,2.5,
525,Coco,Aventura,92,12,13.04,1,1,
212,The Lord of the Rings,Drama,95,91,95.79,2,2.6,
25,The Matrix,Romance,165,23,13.94,1,1,
580,The Matrix,Ciencia Ficción,163,33,20.25,2,2.4,
394,Titanic,Misterio,92,85,92.39,2,1.8,
67,Avengers: Endgame,Drama,99,71,,1,2.2,
233,Gladiator,Fantasía,145,6,4.14,2,3.4,
109,La La Land,Thriller,178,79,44.38,4,4.3,
146,Inception,Romance,126,4,3.17,1,1.1,
111,Coco,Aventura,98,72,73.47,4,3.8,
228,Inception,Comedia,124,118,95.16,1,2.2,
111,Interstellar,Misterio,116,108,93.1,3,4.4,
470,Interstellar,Misterio,133,15,,3,1.4,
34,The Shawshank Redemption,Ciencia Ficción,85,62,72.94,4,1.2,
623,The Matrix,Comedia,93,43,46.24,3,2.5,
776,La La Land,Animación,83,64,77.11,1,2.3,
936,The Shawshank Redemption,Comedia,165,19,11.52,3,4.8,
369,Inception,Thriller,134,111,82.84,1,2.1,
748,Avengers: Endgame,Thriller,179,79,44.13,2,2.7,
595,The Godfather,Thriller,113,82,72.57,3,4.5,
554,The Godfather,Thriller,106,17,16.04,2,4.5,
425,Interstellar,Drama,86,67,77.91,1,1.5,
613,Avengers: Endgame,Misterio,82,79,96.34,2,1.9,
518,Fight Club,Comedia,126,46,36.51,8,4.4,
692,Inception,Misterio,176,163,92.61,4,2.5,
282,The Godfather,Fantasía,81,74,,4,3.4,
320,Avengers: Endgame,Comedia,159,0,0,3,2,
738,La La Land,Drama,104,73,70.19,2,4.1,
443,Avengers: Endgame,Fantasía,139,59,42.45,1,3.1,
952,Inception,Misterio,158,129,81.65,3,3.6,
315,Pulp Fiction,Fantasía,103,109,105.83,4,2.4,
877,Avengers: Endgame,Ciencia Ficción,94,70,74.47,4,1.7,
966,Avengers: Endgame,Fantasía,174,110,63.22,2,2.1,
741,Forrest Gump,Comedia,93,77,82.8,4,2.7,
377,The Matrix,Thriller,133,70,52.63,4,2.4,
289,The Shawshank Redemption,Thriller,157,45,28.66,6,4.1,
437,Inception,Animación,85,75,88.24,3,3,
662,Forrest Gump,Misterio,157,141,89.81,2,1.2,
277,Avengers: Endgame,Ciencia Ficción,160,93,58.13,2,2.1,
710,Pulp Fiction,Comedia,97,64,65.98,3,3,
582,The Shawshank Redemption,Comedia,99,19,19.19,4,3.8,
503,Inception,Aventura,141,43,30.5,3,1.8,
624,Interstellar,Acción,160,61,38.12,3,2.9,
516,Forrest Gump,Misterio,159,44,27.67,3,4.4,
350,The Shawshank Redemption,Comedia,119,92,77.31,1,1.2,
843,Inception,Romance,118,87,73.73,1,4.9,
446,Forrest Gump,Comedia,131,111,84.73,4,4.7,
830,Pulp Fiction,Aventura,111,74,66.67,4,4.3,
350,Inception,Fantasía,152,4,2.63,2,3.8,
607,Inception,Drama,106,47,,2,2,
664,Coco,Drama,131,15,11.45,4,1.4,
823,Inception,Romance,176,71,40.34,3,,
137,Titanic,Romance,142,45,31.69,2,1,
759,Gladiator,Animación,153,22,14.38,3,2.4,
899,Titanic,Drama,142,93,65.49,1,4.4,
243,Avengers: Endgame,Fantasía,96,33,34.38,3,4.6,
543,Interstellar,Drama,128,28,21.88,3,1.1,
40,La La Land,Acción,179,38,21.23,2,4.3,
229,Avengers: Endgame,Misterio,160,68,42.5,3,1.3,
548,Pulp Fiction,Drama,161,118,73.29,3,4.7,
920,Titanic,Thriller,102,101,99.02,4,3.2,
223,The Shawshank Redemption,Animación,177,176,99.44,1,4.9,
6,The Lord of the Rings,Aventura,151,15,9.93,4,2,
322,Gladiator,Romance,92,3,3.26,3,2.9,
468,Fight Club,Acción,102,7,6.86,2,4.2,
732,The Lord of the Rings,Romance,136,125,91.91,4,2.5,
75,Gladiator,Animación,141,63,44.68,1,2.8,
4,The Matrix,Comedia,133,50,37.59,3,,
847,The Matrix,Acción,99,55,55.56,4,2.1,
646,Inception,Ciencia Ficción,165,142,86.06,1,,
118,Avengers: Endgame,Acción,131,127,96.95,4,5.4,
881,Gladiator,Animación,102,79,77.45,2,4.1,
606,Fight Club,Aventura,114,100,87.72,2,4.3,
504,Gladiator,Acción,146,144,98.63,2,1.3,
998,Interstellar,Animación,113,53,46.9,1,4.2,
947,The Lord of the Rings,Fantasía,112,21,18.75,4,2.9,
574,Interstellar,Misterio,125,38,30.4,3,3.1,
441,Fight Club,Drama,160,77,48.12,1,,
194,Gladiator,Fantasía,124,108,87.1,2,1.5,
847,Forrest Gump,Animación,98,51,52.04,1,4.4,
715,Coco,Thriller,173,141,81.5,3,,
392,Avengers: Endgame,Comedia,166,62,37.35,1,,
26,Interstellar,Drama,94,88,93.62,3,2.1,
435,Interstellar,Thriller,157,27,17.2,2,3,
173,The Godfather,Aventura,145,16,11.03,2,4.5,
300,Gladiator,Romance,118,3,2.54,2,,
645,Avengers: Endgame,Ciencia Ficción,97,2,2.06,1,1.2,
326,La La Land,Drama,149,96,64.43,4,1.8,
410,Interstellar,Fantasía,138,34,24.64,1,4.2,
118,Titanic,Comedia,111,75,,1,3.5,
836,Pulp Fiction,Thriller,100,9,9,2,2.1,
787,Coco,Animación,119,42,35.29,2,3.5,
724,Coco,Drama,171,58,33.92,4,2.1,
225,Gladiator,Romance,106,59,55.66,2,3,
532,The Matrix,Animación,81,22,27.16,1,2.1,
113,The Godfather,Thriller,176,20,11.36,2,3.9,
140,Interstellar,Comedia,159,134,84.28,3,2.9,
559,The Godfather,Acción,118,57,48.31,3,4.3,
1,The Matrix,Romance,165,120,72.73,3,4,
90,Fight Club,Animación,135,114,84.44,4,5,
654,Fight Club,Romance,92,27,29.35,1,2.9,
320,The Lord of the Rings,Aventura,135,76,56.3,5,3,
550,La La Land,Animación,145,6,4.14,4,3.8,
805,Gladiator,Drama,157,85,54.14,4,1.3,
894,The Matrix,Acción,135,115,85.19,4,2.9,
139,The Dark Knight,Acción,107,10,9.35,4,3.7,
511,La La Land,Ciencia Ficción,143,103,72.03,2,4.2,
868,The Lord of the Rings,Romance,150,43,,2,1.2,
845,The Dark Knight,Fantasía,161,15,9.32,3,4.8,
259,Gladiator,Acción,143,67,46.85,2,2.6,
673,Inception,Acción,135,15,11.11,8,3,
902,Avengers: Endgame,Aventura,120,48,40,1,4.3,
690,The Godfather,Misterio,179,83,46.37,2,3.3,
10,The Godfather,Aventura,120,119,99.17,1,1.3,
261,Avengers: Endgame,Aventura,179,119,66.48,3,,
919,Avengers: Endgame,Misterio,83,80,96.39,3,2.9,
650,Fight Club,Romance,136,1,0.74,3,1.6,
172,La La Land,Animación,109,6,5.5,8,3.8,
898,The Dark Knight,Comedia,167,147,88.02,3,4.1,
13,Avengers: Endgame,Fantasía,163,74,45.4,3,5.7,
168,Titanic,Acción,125,66,52.8,4,2.6,
642,The Shawshank Redemption,Ciencia Ficción,135,2,1.48,1,4.5,
596,Avengers: Endgame,Fantasía,110,16,14.55,4,4.5,
321,Interstellar,Animación,167,6,3.59,1,1.3,
319,Interstellar,Misterio,86,53,61.63,4,2.2,
613,Interstellar,Fantasía,169,15,8.88,1,1.4,
329,Fight Club,Acción,156,46,29.49,2,3,
785,Coco,Fantasía,133,120,90.23,4,4.5,
777,The Matrix,Comedia,87,49,,4,4.7,
971,Titanic,Misterio,134,21,15.67,2,1.1,
911,Forrest Gump,Fantasía,148,4,2.7,3,2.3,
920,Coco,Acción,123,77,62.6,2,2.3,
550,The Dark Knight,Acción,92,91,98.91,2,4.1,
419,Titanic,Fantasía,172,162,94.19,1,1.6,
606,The Lord of the Rings,Romance,99,47,47.47,3,1.4,
95,The Dark Knight,Ciencia Ficción,157,9,5.73,8,2,
817,Titanic,Thriller,111,107,96.4,1,,
581,The Shawshank Redemption,Aventura,139,48,34.53,2,4.7,
318,La La Land,Misterio,129,18,13.95,4,3.4,
956,Titanic,Thriller,106,86,,2,1.9,
236,Titanic,Animación,104,20,19.23,3,1.5,
946,Coco,Animación,131,27,20.61,3,4.4,
334,Titanic,Acción,147,39,26.53,4,2.1,
885,The Godfather,Animación,100,19,19,1,2.9,
376,Coco,Romance,97,73,75.26,4,3.7,
459,Inception,Ciencia Ficción,118,96,81.36,1,4.6,
137,Gladiator,Animación,94,24,25.53,1,4.6,
930,The Lord of the Rings,Comedia,132,3,2.27,2,3.6,
588,La La Land,Ciencia Ficción,117,25,21.37,4,5.1,
995,The Lord of the Rings,Romance,127,91,71.65,4,3,
547,The Godfather,Thriller,131,75,,2,2.9,
513,Avengers: Endgame,Ciencia Ficción,167,126,75.45,2,1.8,
296,The Matrix,Ciencia Ficción,151,77,50.99,1,3.1,
320,La La Land,Thriller,107,43,40.19,3,3.8,
918,Gladiator,Romance,164,82,50,2,2.5,
572,The Dark Knight,Animación,95,11,11.58,4,3.4,
832,The Matrix,Acción,95,17,17.89,1,1.9,
349,Gladiator,Misterio,114,23,20.18,4,2.3,
840,The Shawshank Redemption,Thriller,96,59,61.46,1,2,
779,The Shawshank Redemption,Thriller,152,99,65.13,3,4.4,
873,Pulp Fiction,Thriller,178,54,30.34,4,1.4,
229,Avengers: Endgame,Thriller,131,33,25.19,2,4,
270,Coco,Misterio,172,160,93.02,4,4.2,
828,Forrest Gump,Misterio,161,157,97.52,1,1.8,
798,The Shawshank Redemption,Animación,91,83,91.21,3,3.5,
291,The Dark Knight,Fantasía,162,70,43.21,2,4.9,
725,Inception,Fantasía,127,28,22.05,3,1.9,
165,Interstellar,Drama,101,83,82.18,2,4.5,
5,Pulp Fiction,Thriller,128,52,40.62,1,1.1,
851,Interstellar,Thriller,131,60,45.8,4,1.4,
379,The Lord of the Rings,Ciencia Ficción,158,107,67.72,2,,
78,Avengers: Endgame,Fantasía,80,36,45,2,4.8,
410,Titanic,Animación,145,77,53.1,6,1.1,
574,Forrest Gump,Acción,143,93,65.03,1,1.2,
132,The Lord of the Rings,Drama,87,79,90.8,3,1.6,
601,Gladiator,Drama,165,156,94.55,4,5,
749,La La Land,Animación,104,13,12.5,5,2.6,
42,The Lord of the Rings,Acción,145,145,100,2,3.2,
89,Fight Club,Ciencia Ficción,152,20,13.16,4,3.8,
402,Avengers: Endgame,Misterio,152,143,94.08,2,1.8,
296,The Shawshank Redemption,Aventura,156,54,34.62,2,1.1,
840,Inception,Fantasía,149,111,74.5,3,4.9,
295,Forrest Gump,Thriller,173,117,67.63,1,1.6,
616,La La Land,Animación,158,32,20.25,4,3.7,
526,Interstellar,Fantasía,130,125,96.15,1,2.1,
800,Pulp Fiction,Thriller,132,93,70.45,3,4.7,
691,The Shawshank Redemption,Aventura,94,86,91.49,1,,
637,The Dark Knight,Aventura,129,84,65.12,1,3.4,
422,The Shawshank Redemption,Misterio,150,110,,3,1.5,
865,Pulp Fiction,Romance,154,82,53.25,4,2.3,
23,Pulp Fiction,Aventura,117,75,64.1,2,3.7,
575,Fight Club,Fantasía,119,11,9.24,2,1.7,
143,Coco,Comedia,145,14,9.66,3,1.9,
993,The Shawshank Redemption,Comedia,118,39,33.05,2,2.7,
665,The Lord of the Rings,Thriller,153,5,3.27,4,3.8,
145,The Shawshank Redemption,Thriller,96,32,33.33,2,3.4,
225,Avengers: Endgame,Romance,86,20,23.26,2,1.2,
503,Avengers: Endgame,Comedia,118,102,86.44,2,1.2,
962,Titanic,Thriller,147,135,91.84,1,4.1,
974,Fight Club,Aventura,114,89,78.07,5,4.9,
821,The Matrix,Thriller,130,12,9.23,3,4.4,
616,The Matrix,Drama,126,110,87.3,8,1.5,
104,Titanic,Romance,115,85,73.91,4,4.8,
947,Gladiator,Animación,143,62,,1,1.9,
39,The Matrix,Acción,174,110,63.22,4,3.4,
947,Avengers: Endgame,Ciencia Ficción,168,159,94.64,1,1.6,
198,Titanic,Acción,92,23,25,1,3.7,
646,The Godfather,Acción,97,96,98.97,1,3.6,
579,Coco,Misterio,100,2,2,1,2.5,
391,Coco,Animación,144,42,29.17,2,,
179,The Lord of the Rings,Thriller,179,0,0,1,1.7,
968,The Shawshank Redemption,Misterio,87,34,39.08,3,3.6,
554,The Lord of the Rings,Acción,127,73,57.48,3,4.7,
448,Titanic,Drama,164,23,14.02,2,4.5,
500,La La Land,Ciencia Ficción,122,21,17.21,4,1.9,
15,Inception,Acción,132,12,9.09,2,4.9,
623,The Shawshank Redemption,Comedia,164,61,37.2,2,1.6,
669,The Godfather,Animación,106,77,72.64,3,3.1,
289,The Godfather,Animación,98,90,91.84,4,2.7,
478,The Lord of the Rings,Animación,102,56,54.9,1,3,
231,Interstellar,Romance,129,32,24.81,2,3.2,
923,The Shawshank Redemption,Romance,130,123,94.62,1,2.3,
420,Forrest Gump,Aventura,122,119,97.54,7,,
157,The Godfather,Fantasía,178,26,14.61,3,4.5,
550,Coco,Ciencia Ficción,130,22,16.92,7,3.9,
441,Inception,Misterio,148,55,37.16,2,2.7,
97,Coco,Thriller,120,64,53.33,4,1.9,
997,Fight Club,Acción,151,5,3.31,3,3.9,
411,Gladiator,Fantasía,90,64,71.11,4,4.8,
951,La La Land,Thriller,159,31,19.5,4,2,
289,Interstellar,Misterio,167,68,40.72,2,3.1,
254,Fight Club,Fantasía,164,138,84.15,2,3.4,
196,Interstellar,Thriller,131,73,55.73,4,2.5,
598,Coco,Drama,102,101,99.02,4,1.4,
834,Avengers: Endgame,Romance,128,18,14.06,1,1.7,
522,Inception,Misterio,117,10,8.55,1,,
517,Coco,Ciencia Ficción,126,41,32.54,4,4.2,
635,Avengers: Endgame,Comedia,151,85,56.29,2,5,
842,The Lord of the Rings,Drama,86,65,75.58,1,1.9,
865,Pulp Fiction,Romance,145,118,81.38,5,5,
118,The Shawshank Redemption,Animación,173,99,57.23,1,2,
806,Coco,Romance,156,20,12.82,4,2.7,
909,Avengers: Endgame,Fantasía,141,99,70.21,3,1.8,
159,Titanic,Aventura,166,67,40.36,1,3,
815,The Dark Knight,Drama,108,66,61.11,4,2.3,
228,Forrest Gump,Animación,117,1,0.85,9,2,
877,Fight Club,Fantasía,163,0,0,3,3.7,
216,The Shawshank Redemption,Misterio,112,6,5.36,3,2.7,
948,Forrest Gump,Ciencia Ficción,108,84,77.78,2,2.2,
696,Pulp Fiction,Romance,158,87,55.06,2,1.1,
15,La La Land,Misterio,102,44,43.14,2,4.8,
157,La La Land,Animación,82,72,87.8,3,4.8,
648,The Dark Knight,Fantasía,172,27,15.7,1,4,
261,Forrest Gump,Aventura,124,95,76.61,4,3.1,
157,Forrest Gump,Romance,87,54,62.07,1,2.4,
47,Fight Club,Ciencia Ficción,165,102,61.82,2,1.2,
324,The Matrix,Aventura,108,87,80.56,4,3.7,
844,The Dark Knight,Thriller,81,36,44.44,4,2.4,
685,The Shawshank Redemption,Fantasía,129,24,18.6,1,1.8,
130,Pulp Fiction,Misterio,144,111,77.08,3,3.1,
411,The Dark Knight,Romance,99,17,17.17,8,1.4,
95,The Lord of the Rings,Romance,131,66,50.38,3,4.2,
627,Inception,Animación,164,17,,4,2.2,
755,The Lord of the Rings,Ciencia Ficción,116,34,29.31,1,1.9,
932,The Matrix,Comedia,151,25,16.56,2,3.4,
292,Inception,Thriller,106,60,56.6,1,4.6,
794,Pulp Fiction,Aventura,126,90,71.43,3,1.8,
811,La La Land,Drama,178,132,74.16,6,4.4,
283,Fight Club,Drama,85,85,100,2,4.5,
69,Fight Club,Romance,139,44,31.65,3,4.6,
660,Avengers: Endgame,Animación,124,25,20.16,4,4.5,
11,Pulp Fiction,Acción,123,89,72.36,2,2.9,
254,Interstellar,Romance,162,63,38.89,4,3.9,
842,La La Land,Drama,97,35,36.08,2,2.9,
872,Pulp Fiction,Drama,144,138,95.83,1,3.8,
550,The Lord of the Rings,Thriller,104,33,31.73,8,3.6,
134,The Matrix,Misterio,106,45,42.45,4,2.7,
712,Coco,Acción,86,28,32.56,1,4.5,
23,The Godfather,Romance,123,92,74.8,3,3,
815,Fight Club,Thriller,108,73,67.59,3,,
346,Gladiator,Animación,174,125,,2,2.1,
302,The Matrix,Thriller,123,9,7.32,1,3.3,
363,Coco,Romance,115,67,,4,2.2,
396,Titanic,Fantasía,98,94,95.92,1,3.4,
218,The Matrix,Comedia,85,33,38.82,3,2,
141,The Matrix,Romance,104,102,98.08,4,1.9,
616,La La Land,Ciencia Ficción,110,71,64.55,1,1.6,
958,Avengers: Endgame,Drama,88,7,7.95,4,,
210,Forrest Gump,Acción,163,135,82.82,1,4.2,
985,The Matrix,Acción,153,70,45.75,3,3,
993,Avengers: Endgame,Misterio,116,20,17.24,1,1.8,
623,Fight Club,Comedia,106,74,69.81,2,1.2,
616,The Godfather,Ciencia Ficción,92,74,,1,4.4,
828,The Godfather,Drama,120,60,50,2,3.8,
683,The Matrix,Acción,145,144,99.31,2,3.4,
460,Titanic,Ciencia Ficción,164,47,28.66,3,2.3,
356,Inception,Thriller,176,16,,4,2.5,
324,Fight Club,Misterio,103,37,35.92,3,4.3,
133,Avengers: Endgame,Romance,123,25,,1,3,
888,Fight Club,Romance,177,69,38.98,2,1.7,
805,Titanic,Fantasía,139,89,64.03,1,4.9,
840,The Dark Knight,Drama,88,40,45.45,4,2.4,
127,The Lord of the Rings,Ciencia Ficción,81,0,0,4,2.7,
106,Titanic,Aventura,135,52,38.52,6,1.3,
604,Avengers: Endgame,Acción,109,30,27.52,1,2.1,
799,La La Land,Animación,101,29,28.71,3,,
378,Titanic,Animación,154,44,28.57,2,2.3,
905,Avengers: Endgame,Romance,160,146,91.25,4,3,
51,The Shawshank Redemption,Aventura,179,67,37.43,4,1.5,
29,Interstellar,Animación,92,24,26.09,1,1.6,
462,Avengers: Endgame,Comedia,150,120,80,8,2.1,
296,Titanic,Comedia,95,67,70.53,1,2.9,
297,Interstellar,Drama,176,62,35.23,2,2.8,
726,La La Land,Aventura,124,121,97.58,4,4.7,
779,La La Land,Comedia,144,58,40.28,1,1.8,
407,Avengers: Endgame,Comedia,90,86,95.56,3,1.4,
769,Avengers: Endgame,Romance,149,87,58.39,2,4.7,
814,Inception,Animación,99,91,91.92,4,2.1,
613,Interstellar,Drama,178,65,36.52,1,4.1,
405,The Dark Knight,Ciencia Ficción,142,124,87.32,1,2.1,
346,Titanic,Thriller,169,128,75.74,1,4.6,
622,Titanic,Acción,91,20,21.98,1,4.6,
420,Pulp Fiction,Acción,141,10,7.09,2,4.7,
182,Interstellar,Misterio,173,124,,2,1.5,
983,Fight Club,Thriller,171,130,76.02,3,3.7,
825,Titanic,Thriller,170,127,74.71,4,4.9,
1,Coco,Acción,121,86,71.07,4,3.8,
831,La La Land,Acción,162,67,41.36,4,1.4,
950,The Lord of the Rings,Ciencia Ficción,148,28,18.92,4,4.5,
567,Pulp Fiction,Aventura,137,104,75.91,1,4.9,
371,Interstellar,Aventura,84,84,100,1,4.1,
936,Fight Club,Ciencia Ficción,106,88,83.02,2,3.5,
911,Fight Club,Animación,107,92,85.98,4,2.1,
661,La La Land,Thriller,105,10,9.52,4,1.9,
431,Coco,Fantasía,170,153,90,4,3.7,
969,The Matrix,Thriller,128,63,49.22,4,3,
309,The Godfather,Misterio,100,9,9,5,2.7,
137,Inception,Acción,80,35,,4,4.5,
202,The Dark Knight,Thriller,171,19,11.11,1,1.5,
436,Forrest Gump,Acción,137,61,44.53,4,1.2,
313,La La Land,Thriller,158,8,5.06,1,1.3,
117,Titanic,Misterio,134,23,17.16,2,1.7,
666,The Shawshank Redemption,Animación,160,83,51.88,6,4.3,
937,Interstellar,Fantasía,105,85,80.95,3,3.2,
803,Interstellar,Comedia,163,159,97.55,2,4.4,
575,Pulp Fiction,Ciencia Ficción,104,34,32.69,2,2.6,
244,Pulp Fiction,Ciencia Ficción,156,118,75.64,4,1.7,
537,Avengers: Endgame,Fantasía,112,103,91.96,8,3.3,
602,The Shawshank Redemption,Thriller,168,121,72.02,1,1.3,
75,Interstellar,Comedia,151,76,50.33,3,4.5,
806,Gladiator,Misterio,148,110,74.32,4,1,
386,The Dark Knight,Aventura,85,52,,1,2.2,
903,Avengers: Endgame,Thriller,102,97,95.1,3,2.6,
210,Avengers: Endgame,Animación,109,32,29.36,1,1.7,
475,La La Land,Acción,157,13,8.28,1,1.3,
418,Interstellar,Drama,133,4,3.01,3,,
347,Titanic,Thriller,166,89,53.61,4,3.3,
529,The Godfather,Drama,90,106,117.78,1,4.4,
640,The Shawshank Redemption,Thriller,110,15,13.64,4,5,
939,Avengers: Endgame,Fantasía,85,52,61.18,4,4.9,
955,Titanic,Drama,90,52,57.78,2,2.9,
876,Gladiator,Thriller,156,97,,4,3,
763,The Dark Knight,Ciencia Ficción,91,58,63.74,2,4.3,
179,Interstellar,Drama,145,25,17.24,2,2.5,
182,Forrest Gump,Thriller,132,46,34.85,2,1.2,
664,The Matrix,Aventura,178,83,46.63,2,4.7,
25,Titanic,Acción,115,79,68.7,4,1.8,
967,Coco,Aventura,96,43,44.79,4,3.4,
180,The Godfather,Comedia,107,13,12.15,1,3,
710,Forrest Gump,Thriller,171,155,90.64,1,2.1,
501,The Lord of the Rings,Romance,101,101,100,3,2.7,
856,Pulp Fiction,Animación,86,85,98.84,2,3.8,
161,La La Land,Aventura,94,53,56.38,2,3.1,
177,Titanic,Drama,175,151,86.29,2,0.4,
285,Pulp Fiction,Fantasía,90,27,30,1,4.1,
63,Interstellar,Animación,103,99,96.12,4,2.1,
662,Pulp Fiction,Romance,146,9,6.16,4,1.6,
666,The Lord of the Rings,Misterio,109,33,30.28,4,3.8,
156,The Godfather,Thriller,149,106,71.14,4,3.8,
882,The Dark Knight,Fantasía,145,32,22.07,1,2.7,
469,Fight Club,Thriller,140,128,91.43,1,1.3,
49,Inception,Comedia,157,86,54.78,3,1.3,
967,The Shawshank Redemption,Romance,120,0,,4,4,
849,The Dark Knight,Thriller,161,3,1.86,1,3.4,
84,Fight Club,Drama,130,62,47.69,1,2.9,
361,Gladiator,Comedia,123,35,28.46,1,2.8,
689,Coco,Ciencia Ficción,174,173,99.43,3,,
148,Titanic,Misterio,92,110,119.57,4,2.8,
630,Titanic,Romance,169,152,89.94,3,5,
342,Avengers: Endgame,Acción,91,88,96.7,4,2.6,
476,The Godfather,Fantasía,161,147,91.3,2,4.3,
63,Titanic,Aventura,88,57,64.77,1,,
701,Forrest Gump,Thriller,164,129,78.66,3,3.6,
360,Fight Club,Fantasía,127,96,75.59,3,4.6,
561,The Godfather,Fantasía,128,110,,3,,
327,The Matrix,Acción,132,105,79.55,4,3.1,
769,Forrest Gump,Acción,135,112,82.96,1,3,
736,Titanic,Comedia,119,88,73.95,1,4.3,
141,Pulp Fiction,Romance,103,23,22.33,4,1.1,
990,The Lord of the Rings,Drama,177,155,87.57,4,2.4,
215,Pulp Fiction,Misterio,151,35,23.18,1,2.6,
435,Forrest Gump,Acción,112,35,31.25,2,2.8,
891,Gladiator,Acción,102,17,16.67,4,3.9,
952,Titanic,Aventura,156,134,85.9,3,1.6,
723,La La Land,Ciencia Ficción,133,24,18.05,1,4.4,
318,Gladiator,Acción,132,32,24.24,3,1.4,
32,Gladiator,Ciencia Ficción,128,5,3.91,1,4.4,
670,Fight Club,Comedia,157,136,86.62,3,,
285,The Shawshank Redemption,Drama,157,92,58.6,1,4.7,
305,Fight Club,Fantasía,159,25,15.72,4,4,
429,Interstellar,Acción,128,102,79.69,8,4.7,
